make_id,make,model,year,engine_size,fuel_type,price,years_since_launch
5693,Volkswagen,Jetta,2019,3.9,Electric,42100.68,5
5700,Audi,A3,2019,5,Electric,69845.19,5
5708,Chevrolet,Malibu,2020,1.4,Electric,63336.6,4
5712,Volkswagen,Passat,2020,2.7,Electric,61484.12,4
5721,Hyundai,Kona,2020,3.1,Petrol,73803.49,4
5692,Chevrolet,Tahoe,2016,3.2,Diesel,64464.13,5
5694,Volkswagen,Golf,2020,4.8,Diesel,66017.15,5
5696,Toyota,Corolla,2020,3.5,Hybrid,15175.62,5
5697,Volkswagen,Golf,2017,4,Hybrid,49439.63,5
5699,Toyota,Highlander,2018,2.2,Hybrid,72929.91,5
5701,Toyota,Highlander,2014,1.1,Hybrid,35369.75,5
5702,Volkswagen,Passat,2015,2.6,Diesel,79390.16,5
5706,Nissan,Sentra,2020,2.1,Hybrid,48039.54,5
5719,Nissan,Sentra,2015,1.7,Diesel,62287.77,5
5720,Toyota,RAV4,2017,2.2,Hybrid,55278.94,5
5722,Toyota,Highlander,2015,5,Diesel,54683.6,5
5725,Hyundai,Elantra,2015,4.5,Hybrid,23111.2,5
5786,Toyota,Prius,2019,1.3,Petrol,66531.16,5
5798,Toyota,Corolla,2019,1.6,Petrol,76142.19,5
5802,Audi,A3,2019,1.9,Petrol,49257.41,5
5828,Audi,Q7,2020,1.9,Petrol,62958.75,4
5782,Toyota,Prius,2015,4.2,Diesel,29241.01,5
5787,Hyundai,Kona,2014,2.7,Hybrid,18553.79,5
5794,Mercedes-Benz,GLC,2016,3.3,Diesel,46947.86,5
5796,Hyundai,Santa Fe,2017,2,Diesel,41487.32,5
5799,Toyota,Camry,2017,3.4,Diesel,34729.82,5
5808,Mercedes-Benz,GLA,2018,4.7,Diesel,62437.09,5
5809,Toyota,Highlander,2019,3.3,Diesel,60913.3,5
5810,Toyota,RAV4,2017,2.4,Hybrid,23795.04,5
5812,Volkswagen,Golf,2016,2.4,Hybrid,57040.8,5
5825,Honda,Civic,2020,2.7,Diesel,40113.28,5
5826,Hyundai,Elantra,2020,2.9,Diesel,59508.41,5
5829,Mercedes-Benz,C-Class,2015,3,Diesel,49099.05,5
5831,Hyundai,Santa Fe,2015,3.5,Hybrid,19089.92,5
5883,Ford,F-150,2019,3,Electric,40846.09,5
5888,Nissan,Altima,2020,1.9,Petrol,46385.54,4
5893,Audi,A4,2019,2.4,Petrol,30605.23,5
5899,Toyota,Prius,2019,3.6,Petrol,18476.74,5
5907,Toyota,Corolla,2020,2.4,Electric,49700.06,4
5908,Nissan,Versa,2019,4.6,Petrol,38551.94,5
5882,Nissan,Rogue,2018,1.6,Hybrid,35677.8,5
5884,Chevrolet,Tahoe,2017,2.6,Hybrid,19991.65,5
5885,Honda,Pilot,2014,4.3,Hybrid,45208.6,5
5886,Ford,F-150,2017,3.9,Hybrid,78714.05,5
5892,Mercedes-Benz,C-Class,2015,1.9,Diesel,47446.04,5
5897,Volkswagen,Jetta,2014,3.6,Hybrid,49251.57,5
5901,Ford,Focus,2015,2.8,Diesel,20927.67,5
5904,Nissan,Altima,2015,4.9,Hybrid,48427.42,5
5905,Mercedes-Benz,GLA,2020,2.3,Diesel,50096.76,5
5906,BMW,7 Series,2014,2.3,Diesel,45749.58,5
5909,Hyundai,Elantra,2019,1.1,Diesel,77872.63,5
5912,Volkswagen,Jetta,2020,2.4,Diesel,33732.36,5
5914,Audi,Q5,2020,2.9,Diesel,76378.59,5
5995,Chevrolet,Spark,2020,4.2,Electric,28752.39,4
6004,Chevrolet,Impala,2020,2.7,Electric,20979.86,4
6007,Chevrolet,Equinox,2020,2.6,Petrol,53025.07,4
6018,Toyota,Camry,2020,4.1,Electric,69557.25,4
6024,Audi,Q5,2019,1.6,Petrol,49680.21,5
6026,Honda,Civic,2019,2.6,Electric,27880.29,5
6031,Nissan,Altima,2020,4.6,Petrol,74838.9,4
6032,Toyota,Prius,2020,4.9,Electric,22468.77,4
5982,Volkswagen,Jetta,2017,3.5,Diesel,17004.99,5
5983,Hyundai,Sonata,2019,2.7,Hybrid,76272.6,5
5986,Chevrolet,Spark,2019,2,Hybrid,68362.8,5
5987,Hyundai,Santa Fe,2014,1.6,Hybrid,37973.72,5
5989,BMW,X5,2020,3,Diesel,78193.65,5
5997,Nissan,Rogue,2019,3.7,Hybrid,38064.37,5
5998,Ford,Focus,2015,2.2,Hybrid,50141.76,5
6003,Volkswagen,Tiguan,2017,4.4,Hybrid,28766.34,5
6005,Audi,Q5,2015,3.9,Diesel,44118.6,5
6010,Ford,Fiesta,2017,1.3,Diesel,44300.25,5
6016,Chevrolet,Tahoe,2014,2.6,Hybrid,45537.35,5
6021,Ford,Explorer,2020,4.3,Hybrid,27457.79,5
6025,Honda,Civic,2018,3.9,Diesel,69722.04,5
6028,Toyota,Camry,2016,2.8,Hybrid,54904.46,5
6030,Hyundai,Elantra,2019,1.4,Hybrid,26345.88,5
6084,Mercedes-Benz,GLC,2019,3.9,Electric,23752.18,5
6097,Nissan,Rogue,2020,1.9,Electric,40206.01,4
6101,Audi,A6,2019,1.3,Petrol,65911.99,5
6107,Hyundai,Santa Fe,2019,1.5,Petrol,62558.88,5
6117,BMW,7 Series,2019,2.7,Electric,75398.17,5
6079,Hyundai,Sonata,2018,4.2,Hybrid,44351.07,5
6080,Hyundai,Kona,2020,3.8,Hybrid,20849.09,5
6081,Audi,Q7,2019,3.7,Diesel,32706.69,5
6086,Volkswagen,Atlas,2020,1.7,Diesel,27008.59,5
6090,Hyundai,Santa Fe,2018,4.1,Diesel,54330.35,5
6093,Chevrolet,Impala,2020,1.5,Hybrid,74086.28,5
6095,Mercedes-Benz,C-Class,2017,1.7,Diesel,51989.06,5
6100,Volkswagen,Atlas,2019,3.6,Diesel,19093.17,5
6103,Chevrolet,Spark,2014,5,Diesel,45543.42,5
6104,BMW,3 Series,2017,2.7,Hybrid,63502.79,5
6118,Nissan,Altima,2018,3.4,Diesel,23551.28,5
6120,Audi,Q7,2016,4.4,Diesel,24758.95,5
6121,Nissan,Rogue,2015,2.4,Hybrid,47683.83,5
6123,BMW,3 Series,2016,2.8,Diesel,43928.33,5
6125,Chevrolet,Impala,2018,3.6,Hybrid,29748.97,5
6126,Volkswagen,Passat,2014,4.6,Hybrid,47226.72,5
6129,Nissan,Rogue,2017,3.3,Hybrid,31740.64,5
6132,Chevrolet,Spark,2017,3.2,Diesel,38240.86,5
6133,Audi,Q7,2020,2.4,Diesel,69466.59,5
6136,Audi,Q5,2016,2.6,Diesel,55486.98,5
6137,Toyota,Highlander,2015,4.4,Diesel,18763.97,5
6200,Hyundai,Kona,2020,4.8,Petrol,22452.67,4
6237,Hyundai,Santa Fe,2020,2.3,Electric,54751.49,4
6178,Audi,A6,2015,3.2,Hybrid,64245.49,5
6181,Audi,A6,2017,1.1,Diesel,24341.56,5
6183,Mercedes-Benz,GLC,2016,3.2,Hybrid,20875.51,5
6184,Volkswagen,Atlas,2015,2.8,Diesel,45201.04,5
6187,Hyundai,Santa Fe,2019,3.7,Diesel,71271.04,5
6192,Honda,Pilot,2015,3.8,Diesel,79847.08,5
6196,Nissan,Altima,2016,1.5,Diesel,62816.62,5
6198,Chevrolet,Equinox,2020,4.9,Diesel,38134.1,5
6202,Ford,Focus,2018,2.5,Hybrid,31237.14,5
6207,Toyota,Prius,2017,2.8,Diesel,45293.97,5
6211,Toyota,Highlander,2019,1.2,Hybrid,31016.85,5
6217,Honda,Fit,2015,4.9,Hybrid,69220.55,5
6218,Toyota,Camry,2019,3.7,Hybrid,27975.46,5
6221,Nissan,Murano,2020,1.9,Hybrid,58220.24,5
6225,Audi,A6,2017,1.3,Diesel,31918.4,5
6227,BMW,3 Series,2020,2.6,Diesel,53549.06,5
6229,Honda,Civic,2018,2.1,Hybrid,72206.32,5
6233,Toyota,Highlander,2020,2,Hybrid,41469.5,5
6235,Ford,Focus,2018,1.6,Hybrid,72626.27,5
6238,BMW,X3,2019,3.5,Diesel,41824.73,5
6239,Audi,A6,2020,4.1,Diesel,43888.06,5
6240,Volkswagen,Passat,2019,2.6,Hybrid,46688.28,5
6282,Honda,Accord,2020,3.7,Petrol,72850.44,4
6287,Honda,CR-V,2019,4.8,Electric,43134.19,5
6290,Nissan,Sentra,2020,3,Petrol,22894.35,4
6303,Ford,Fiesta,2019,4.3,Electric,50997.58,5
6324,Ford,Focus,2020,1.7,Petrol,39370.7,4
6276,BMW,X3,2020,1.6,Diesel,57344.27,5
6277,Audi,Q7,2016,1.4,Diesel,77545,5
6283,Toyota,Highlander,2019,3.6,Diesel,34659.83,5
6284,BMW,X3,2015,1.5,Hybrid,19155.32,5
6289,Honda,Fit,2016,3.3,Hybrid,48974.24,5
6295,Nissan,Rogue,2019,2.5,Hybrid,23161.65,5
6298,Hyundai,Tucson,2014,3.2,Diesel,56229.3,5
6306,Nissan,Rogue,2015,3.3,Hybrid,26957.31,5
6307,Ford,F-150,2015,1.9,Hybrid,16929.95,5
6308,Chevrolet,Malibu,2020,4,Diesel,73378.32,5
6309,Audi,A6,2019,1.3,Diesel,49214.6,5
6311,Nissan,Rogue,2018,3,Diesel,34587,5
6314,Hyundai,Tucson,2020,3.4,Hybrid,78308.78,5
6315,Honda,Fit,2015,2.9,Hybrid,29563.58,5
6318,Ford,Fiesta,2019,3.8,Hybrid,33635.68,5
6320,Nissan,Versa,2018,1.5,Hybrid,28604.86,5
6327,Toyota,Camry,2020,4.5,Diesel,68798.66,5
6330,Chevrolet,Impala,2019,1.8,Hybrid,71788.14,5
6333,Chevrolet,Impala,2020,2,Diesel,51220.17,5
6334,BMW,3 Series,2017,4.7,Diesel,29377.92,5
6335,Volkswagen,Golf,2016,2.4,Diesel,17884.32,5
6390,Nissan,Rogue,2020,3.5,Electric,37844.03,4
6392,BMW,X3,2019,1.9,Electric,34285.15,5
6406,Mercedes-Benz,C-Class,2020,2.4,Electric,54533.19,4
6421,Honda,CR-V,2019,1.1,Electric,78040.08,5
6425,Ford,Focus,2019,1.5,Petrol,18576.77,5
6386,Mercedes-Benz,E-Class,2015,4.8,Diesel,30072.76,5
6387,Ford,Focus,2014,1.9,Hybrid,75928.78,5
6389,Nissan,Altima,2018,2.3,Diesel,64609.82,5
6391,Ford,Mustang,2015,4.2,Diesel,33662.78,5
6395,Hyundai,Sonata,2017,1.9,Hybrid,21694.9,5
6398,Chevrolet,Malibu,2020,2.9,Hybrid,49288.41,5
6403,Volkswagen,Jetta,2014,1.5,Diesel,52256.16,5
6404,Volkswagen,Passat,2017,3.9,Diesel,19701.95,5
6408,Hyundai,Kona,2016,4.6,Hybrid,53230.12,5
6411,Mercedes-Benz,E-Class,2020,1,Diesel,50020.17,5
6414,Mercedes-Benz,E-Class,2016,3.8,Hybrid,46537.7,5
6415,Audi,Q5,2018,4.8,Diesel,37122.34,5
6420,Toyota,Highlander,2019,4.8,Diesel,16657.33,5
6423,Honda,Fit,2016,4.9,Diesel,25414.85,5
6424,Mercedes-Benz,E-Class,2016,2,Diesel,41440.91,5
6428,Mercedes-Benz,GLA,2019,4.3,Hybrid,23274,5
6431,BMW,7 Series,2016,2,Diesel,25959.05,5
6433,Chevrolet,Impala,2017,1.6,Hybrid,16139.54,5
6485,Audi,A4,2019,2,Electric,53686.09,5
6504,BMW,7 Series,2020,3.1,Electric,25367.07,4
6507,Hyundai,Tucson,2019,1.4,Petrol,24643.97,5
6511,Honda,Pilot,2019,5,Electric,38421.64,5
6515,Hyundai,Kona,2020,1.5,Petrol,37315.12,4
6525,Honda,Accord,2020,1.2,Petrol,58834.5,4
6528,Nissan,Murano,2019,1.3,Petrol,66864.27,5
6532,Toyota,Highlander,2019,2.9,Electric,41406.4,5
6533,Audi,Q7,2020,3,Electric,38658.55,4
6534,Mercedes-Benz,S-Class,2020,1.2,Electric,50876.12,4
6475,Honda,Accord,2019,3.4,Hybrid,40849.73,5
6479,BMW,X3,2020,2.1,Hybrid,29362.7,5
6488,Mercedes-Benz,E-Class,2018,2.9,Diesel,16888.87,5
6492,Audi,A4,2016,3.5,Hybrid,27814.18,5
6493,Chevrolet,Spark,2016,1.7,Hybrid,68136.47,5
6497,Ford,F-150,2015,1,Hybrid,24316.63,5
6500,BMW,7 Series,2016,4.3,Diesel,71152.43,5
6501,Audi,Q5,2019,4.8,Hybrid,44441.94,5
6505,Mercedes-Benz,E-Class,2017,4.6,Hybrid,73181.93,5
6508,Nissan,Murano,2017,3.4,Diesel,57295.29,5
6510,Honda,Civic,2016,2,Diesel,74963.3,5
6517,Honda,Civic,2014,2.9,Diesel,36367.35,5
6521,Toyota,Highlander,2020,3.4,Hybrid,65047.67,5
6523,Honda,Fit,2019,1,Hybrid,31705.98,5
6527,Honda,Fit,2018,2.3,Hybrid,34528.59,5
6529,Volkswagen,Jetta,2020,1.4,Hybrid,62172.21,5
6537,Chevrolet,Equinox,2019,3,Diesel,56244.47,5
6539,Mercedes-Benz,S-Class,2017,1.3,Hybrid,79819.32,5
6581,Audi,A6,2019,4.8,Electric,43886.96,5
6590,Audi,Q5,2019,1.3,Petrol,75094.9,5
6593,Mercedes-Benz,C-Class,2020,4.5,Petrol,46808.33,4
6630,BMW,X3,2019,2.6,Electric,78465.97,5
6631,Toyota,Camry,2020,4.6,Electric,19449.27,4
6572,Toyota,RAV4,2018,3.8,Hybrid,15275.37,5
6577,Ford,Explorer,2019,1.6,Diesel,69269.64,5
6578,Volkswagen,Tiguan,2019,3.1,Hybrid,20860.58,5
6580,Chevrolet,Tahoe,2015,1.8,Diesel,44538.85,5
6588,Hyundai,Kona,2018,2.3,Diesel,75222.29,5
6589,Audi,Q5,2018,4,Hybrid,58001.29,5
6592,Hyundai,Santa Fe,2016,2,Diesel,20738.86,5
6594,BMW,3 Series,2020,3.3,Hybrid,25618.88,5
6596,Volkswagen,Tiguan,2019,2.2,Hybrid,15213.87,5
6598,Ford,Mustang,2017,3.4,Diesel,25104.25,5
6602,Chevrolet,Spark,2016,3.2,Diesel,36344.37,5
6603,Toyota,Corolla,2014,3.1,Hybrid,15699.8,5
6604,Audi,A6,2017,3,Hybrid,68366.44,5
6607,Ford,F-150,2015,4.5,Hybrid,75348.08,5
6608,Honda,CR-V,2018,1,Diesel,58700.41,5
6609,Hyundai,Elantra,2014,4,Hybrid,33038.27,5
6613,Nissan,Murano,2020,1.1,Diesel,54491.17,5
6614,Chevrolet,Malibu,2016,3.7,Hybrid,33478.77,5
6621,Mercedes-Benz,GLC,2017,1.9,Diesel,66852.81,5
6626,Toyota,Prius,2016,2.7,Diesel,47906.93,5
6672,Hyundai,Santa Fe,2019,4.7,Petrol,64759.35,5
6673,Mercedes-Benz,E-Class,2019,2.9,Electric,63755.26,5
6683,Toyota,Camry,2019,4.3,Electric,29950.34,5
6718,Mercedes-Benz,C-Class,2019,3,Petrol,73389.64,5
6669,Hyundai,Elantra,2017,3.7,Diesel,56935.13,5
6675,BMW,5 Series,2017,4.2,Diesel,24013.96,5
6677,Toyota,Prius,2017,3.6,Diesel,54324.91,5
6678,Honda,Civic,2014,3.9,Hybrid,44251.75,5
6679,BMW,X5,2015,3.1,Diesel,49881.51,5
6685,Volkswagen,Tiguan,2016,5,Hybrid,34813.05,5
6687,Hyundai,Santa Fe,2020,3.7,Hybrid,45532.63,5
6688,BMW,X3,2014,1.4,Hybrid,30568.01,5
6689,Honda,Fit,2019,1.5,Hybrid,36669.71,5
6697,Toyota,Prius,2017,4.6,Hybrid,60987.9,5
6699,Audi,A3,2014,3,Hybrid,43771.43,5
6701,Toyota,Camry,2016,1,Hybrid,57790.45,5
6707,BMW,5 Series,2017,4.2,Hybrid,36185.98,5
6709,Volkswagen,Jetta,2018,4.9,Hybrid,61376.96,5
6713,Honda,CR-V,2018,2.1,Diesel,21299.66,5
6717,Volkswagen,Tiguan,2020,1.5,Diesel,30082.08,5
6720,Ford,Fiesta,2020,4.4,Hybrid,29992.21,5
6723,Volkswagen,Tiguan,2016,3.4,Diesel,20330.82,5
6771,Nissan,Sentra,2020,4.4,Petrol,57862.9,4
6783,Ford,Mustang,2020,2.5,Electric,54993.7,4
6797,Ford,F-150,2020,1.5,Petrol,25644.18,4
6808,Ford,Mustang,2019,1,Petrol,32713.08,5
6768,Hyundai,Sonata,2018,4.8,Hybrid,41515.23,5
6769,Mercedes-Benz,E-Class,2014,4,Hybrid,79188.17,5
6772,Chevrolet,Malibu,2015,3.1,Hybrid,72928.8,5
6784,Hyundai,Tucson,2020,2.8,Hybrid,59697.55,5
6790,Chevrolet,Impala,2017,1.8,Diesel,54129.96,5
6792,Ford,F-150,2014,4.6,Hybrid,68934.71,5
6793,Ford,Mustang,2018,4.1,Hybrid,33508.76,5
6794,Toyota,RAV4,2019,1.7,Diesel,36304.1,5
6795,Chevrolet,Malibu,2019,3.9,Diesel,74082.98,5
6798,Ford,Fiesta,2019,1.8,Hybrid,23660.19,5
6801,Hyundai,Elantra,2020,1.5,Diesel,37637.04,5
6806,BMW,X5,2017,3.3,Diesel,37692.06,5
6809,Toyota,Highlander,2015,1.9,Diesel,64819.68,5
6813,Chevrolet,Malibu,2014,3.3,Diesel,62603.64,5
6871,Chevrolet,Tahoe,2019,1.1,Petrol,34245.26,5
6879,Hyundai,Kona,2019,4.4,Petrol,75213.8,5
6883,Volkswagen,Passat,2019,4.2,Electric,60136.27,5
6888,Hyundai,Elantra,2019,4.2,Electric,54782.45,5
6915,Toyota,Prius,2020,3.3,Petrol,44350.38,4
6926,Mercedes-Benz,S-Class,2020,3.7,Petrol,68143.88,4
6865,Hyundai,Sonata,2015,1.6,Diesel,17362.23,5
6868,Hyundai,Elantra,2014,2.1,Hybrid,52895.26,5
6869,Hyundai,Elantra,2019,4.8,Diesel,38939.84,5
6872,Hyundai,Kona,2014,2.8,Diesel,71324.53,5
6873,Chevrolet,Spark,2017,2.8,Diesel,76180.29,5
6874,Volkswagen,Tiguan,2014,4.6,Diesel,33349.24,5
6877,Audi,Q7,2017,2.2,Hybrid,76853.3,5
6880,Nissan,Altima,2014,3.6,Hybrid,64292.86,5
6881,Chevrolet,Spark,2014,2.7,Hybrid,53259.7,5
6886,Nissan,Sentra,2014,5,Hybrid,64120,5
6889,Volkswagen,Atlas,2015,2.4,Hybrid,75589.53,5
6892,Ford,Fiesta,2015,2.1,Hybrid,70892.06,5
6893,Mercedes-Benz,S-Class,2014,4.4,Hybrid,34110.77,5
6895,Honda,CR-V,2020,3.3,Diesel,17957.93,5
6902,Hyundai,Santa Fe,2018,3.6,Hybrid,31460.58,5
6904,Toyota,Camry,2015,3.2,Diesel,42400.74,5
6910,BMW,5 Series,2015,4.1,Hybrid,24084.1,5
6911,Honda,CR-V,2015,3.4,Hybrid,66035.47,5
6913,Mercedes-Benz,GLA,2019,1.5,Hybrid,23270.8,5
6914,Volkswagen,Passat,2018,4.5,Diesel,65773.03,5
6918,BMW,X5,2018,4.5,Hybrid,65400.84,5
6919,Nissan,Murano,2017,2.3,Hybrid,32258.58,5
6920,BMW,5 Series,2015,3,Diesel,39620.09,5
6922,Volkswagen,Tiguan,2014,2.9,Diesel,40471.86,5
6924,Ford,Fiesta,2020,1.4,Diesel,57678.89,5
6927,Toyota,Prius,2020,4.6,Hybrid,30701.84,5
6928,BMW,X3,2017,2,Hybrid,27738.02,5
6970,Nissan,Rogue,2019,1.2,Petrol,68476.78,5
6974,BMW,3 Series,2019,4.5,Petrol,67414.63,5
6977,Honda,Civic,2020,1.7,Electric,67565.34,4
6982,BMW,X5,2019,2,Electric,64175.63,5
6997,Nissan,Versa,2020,2.1,Petrol,20158.45,4
7002,Audi,A3,2019,4.5,Petrol,47358.23,5
7012,Nissan,Murano,2020,4.5,Electric,65860.31,4
7014,Toyota,Corolla,2020,3.8,Electric,15341.59,4
6963,Audi,A4,2015,3,Diesel,42120.06,5
6964,Mercedes-Benz,E-Class,2018,3.2,Hybrid,79678.11,5
6965,Nissan,Sentra,2014,4.5,Hybrid,21133.82,5
6968,Hyundai,Santa Fe,2014,3.8,Hybrid,36099.16,5
6969,Honda,Accord,2014,2.3,Diesel,66212.36,5
6973,Audi,A4,2016,3.8,Diesel,32017.8,5
6979,Mercedes-Benz,S-Class,2020,4,Hybrid,39774.83,5
6986,Hyundai,Elantra,2017,2.1,Hybrid,27931.32,5
6990,Toyota,Prius,2015,4.3,Hybrid,27806.07,5
6993,Chevrolet,Tahoe,2016,2.5,Diesel,64213.28,5
6994,Chevrolet,Malibu,2014,1,Diesel,24986.22,5
6996,Nissan,Rogue,2017,2.6,Diesel,64875.47,5
7000,BMW,X3,2014,4.9,Diesel,43543.01,5
7001,Nissan,Murano,2018,1.6,Diesel,36926.32,5
7005,Chevrolet,Spark,2016,4.2,Hybrid,37368.86,5
7008,Mercedes-Benz,E-Class,2018,2.8,Diesel,43854.79,5
7009,Honda,Civic,2015,4.8,Hybrid,79884.61,5
7017,Nissan,Murano,2014,1.3,Diesel,68292.76,5
7021,BMW,7 Series,2020,1.3,Hybrid,64370.13,5
7023,Toyota,Highlander,2016,3.1,Diesel,65733.51,5
7102,Audi,A4,2020,3.6,Petrol,62512.75,4
7064,Mercedes-Benz,E-Class,2015,2.6,Diesel,74827.23,5
7068,Hyundai,Kona,2018,2.5,Diesel,54487.73,5
7071,Volkswagen,Tiguan,2015,1.9,Hybrid,76335.69,5
7073,Volkswagen,Tiguan,2020,2,Hybrid,34664.19,5
7075,Audi,A4,2017,2.2,Diesel,68547.26,5
7076,Hyundai,Tucson,2016,4.9,Diesel,32215.9,5
7078,Volkswagen,Atlas,2018,1.5,Hybrid,72670.46,5
7083,Hyundai,Sonata,2014,2.4,Hybrid,28013.35,5
7084,Toyota,Camry,2020,4.8,Hybrid,69526.46,5
7089,Ford,F-150,2015,2.5,Diesel,77870.2,5
7093,Hyundai,Elantra,2019,4.4,Hybrid,43452.37,5
7096,Honda,Civic,2015,1.9,Diesel,23056.83,5
7098,Audi,A3,2014,1.1,Diesel,57009.76,5
7100,Audi,Q7,2015,5,Diesel,72003.62,5
7106,Audi,A6,2014,1.5,Hybrid,52492.49,5
7110,Honda,CR-V,2018,2.6,Hybrid,71384.16,5
7113,Toyota,Highlander,2018,2.7,Hybrid,38884.01,5
7114,Honda,Fit,2014,1.8,Diesel,35066.93,5
7116,Honda,Fit,2014,3.4,Diesel,63942.64,5
7117,Ford,Explorer,2014,3.2,Diesel,35736.35,5
7166,Toyota,Camry,2019,2.3,Petrol,73531.02,5
7184,Hyundai,Kona,2019,3.5,Petrol,20133.61,5
7195,Chevrolet,Tahoe,2020,1.9,Petrol,64843.62,4
7202,BMW,X5,2020,1.7,Electric,30873.52,4
7207,Toyota,Corolla,2020,4.8,Petrol,65893.01,4
7219,Hyundai,Kona,2020,4.4,Electric,65764.56,4
7161,Hyundai,Santa Fe,2015,4.4,Diesel,26798.74,5
7163,Chevrolet,Spark,2020,3.6,Diesel,49105.43,5
7164,Audi,Q7,2017,1.7,Diesel,41008.7,5
7167,Audi,A4,2016,1.6,Hybrid,49122.46,5
7175,Audi,A3,2017,1.1,Diesel,30942.52,5
7179,Hyundai,Sonata,2019,1.7,Diesel,42415.03,5
7183,Chevrolet,Malibu,2017,4.2,Hybrid,78421.44,5
7188,Hyundai,Santa Fe,2019,2.6,Hybrid,19059.36,5
7197,Nissan,Altima,2020,2.2,Hybrid,53212.25,5
7198,Toyota,Corolla,2017,2.3,Hybrid,24695.53,5
7199,Audi,Q7,2017,1.4,Diesel,75326.06,5
7201,Hyundai,Kona,2020,1.5,Diesel,40324.7,5
7204,Audi,A6,2016,4.1,Diesel,29252.83,5
7205,BMW,3 Series,2015,4.6,Diesel,50280.62,5
7208,Honda,Accord,2017,1.2,Diesel,16288.93,5
7209,Honda,CR-V,2019,4.2,Diesel,23394.81,5
7212,Ford,F-150,2020,4.7,Hybrid,44721.01,5
7215,Volkswagen,Jetta,2017,2.4,Hybrid,69263.13,5
7218,Mercedes-Benz,E-Class,2017,2.2,Diesel,26454.07,5
7220,Honda,Fit,2017,2.1,Hybrid,24118.59,5
7224,Toyota,Corolla,2014,1.9,Diesel,49638.17,5
7258,Ford,Mustang,2020,1.8,Electric,67899.81,4
7263,Hyundai,Santa Fe,2020,4.2,Electric,65487.93,4
7265,BMW,3 Series,2020,3.1,Electric,48073.18,4
7270,Volkswagen,Tiguan,2019,4.1,Electric,50943.59,5
7292,Chevrolet,Malibu,2020,2.9,Electric,70536.16,4
7295,BMW,7 Series,2019,3.1,Petrol,22066.88,5
7262,Honda,Fit,2016,3.7,Hybrid,78678.82,5
7316,Honda,Pilot,2019,4,Petrol,51107.46,5
7267,Nissan,Altima,2019,1.9,Hybrid,76038.32,5
7271,Audi,A3,2016,2.9,Hybrid,54033.37,5
7273,Nissan,Rogue,2017,3.9,Hybrid,63997.95,5
7275,Honda,Fit,2016,3.9,Hybrid,27164.41,5
7278,Hyundai,Santa Fe,2015,2.6,Hybrid,48810.23,5
7279,Ford,Fiesta,2018,4.8,Diesel,28860.44,5
7282,Chevrolet,Spark,2018,3.3,Hybrid,66785.98,5
7285,Nissan,Rogue,2018,1.7,Hybrid,24445.7,5
7296,Volkswagen,Tiguan,2014,4.9,Hybrid,76750.52,5
7301,Chevrolet,Tahoe,2017,1.4,Diesel,75854.88,5
7305,Ford,F-150,2019,3.2,Hybrid,41426.38,5
7307,Hyundai,Sonata,2019,1.6,Hybrid,25733.43,5
7308,Honda,Civic,2015,1.5,Hybrid,42454.1,5
7311,Hyundai,Santa Fe,2019,3.2,Hybrid,72537.23,5
7312,Volkswagen,Atlas,2017,3,Hybrid,44329.78,5
7314,Chevrolet,Malibu,2019,1.7,Diesel,18312.4,5
7364,Honda,Pilot,2020,1.4,Petrol,64294.87,4
7365,Ford,Mustang,2019,2.1,Electric,39734.98,5
7398,Nissan,Murano,2020,2.2,Petrol,42845.67,4
7401,BMW,X5,2019,3.7,Electric,60826.12,5
7359,Ford,Focus,2017,4.9,Hybrid,37241.21,5
7375,BMW,X3,2018,4.4,Diesel,22078.67,5
7376,Audi,Q7,2020,2.1,Hybrid,34120.99,5
7377,BMW,X3,2018,2.3,Diesel,68620.02,5
7379,Mercedes-Benz,E-Class,2017,3.8,Hybrid,23902.62,5
7382,Audi,A3,2014,4.1,Diesel,76873.69,5
7384,Toyota,Corolla,2014,2.8,Diesel,76193.99,5
7387,Toyota,Corolla,2018,3.1,Hybrid,76782.22,5
7389,Volkswagen,Tiguan,2020,4.9,Hybrid,34460.3,5
7390,Volkswagen,Golf,2014,4.3,Hybrid,57099.56,5
7392,Chevrolet,Spark,2018,3.7,Hybrid,41237.61,5
7393,Nissan,Versa,2018,4.4,Hybrid,76558.74,5
7395,Nissan,Murano,2015,3.9,Hybrid,43350.29,5
7399,Audi,A3,2017,1.8,Diesel,78636.17,5
7402,Chevrolet,Tahoe,2014,3.4,Hybrid,44073.04,5
7480,Honda,Fit,2020,2.3,Petrol,48523.26,4
7490,BMW,X3,2019,2.3,Electric,28108.1,5
7454,Honda,Fit,2020,2.9,Diesel,63526.96,5
7458,Volkswagen,Tiguan,2017,4.4,Hybrid,51305.62,5
7459,Volkswagen,Atlas,2015,3,Diesel,45815.19,5
7460,Chevrolet,Tahoe,2020,3.3,Diesel,21963.47,5
7462,BMW,5 Series,2018,4.8,Diesel,64678.96,5
7464,Mercedes-Benz,GLC,2016,1.7,Hybrid,27431.53,5
7470,Honda,Fit,2019,4.4,Hybrid,24699.79,5
7473,Volkswagen,Golf,2016,4.6,Hybrid,60847.02,5
7475,Hyundai,Tucson,2018,4.4,Hybrid,27801.88,5
7482,Toyota,Highlander,2018,3.5,Hybrid,60316.98,5
7492,Nissan,Murano,2014,3.8,Hybrid,23356.58,5
7494,Hyundai,Kona,2020,3.1,Diesel,65815.06,5
